"chosen_2022_code","chosen_2022_title","chosen_2017_code","chosen_2017_title","title_sim","title_dist","source","em_without","em_with"
"336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing ","336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing ",NA,NA,"unambig",0.163,0.17
"336414","Guided Missile and Space Vehicle Manufacturing ","336414","Guided Missile and Space Vehicle Manufacturing ",NA,NA,"unambig",0.133,0.142
"336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ","336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ",NA,NA,"unambig",0.286,0.294
"336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ","336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ",NA,NA,"unambig",0.286,0.294
"336510","Railroad Rolling Stock Manufacturing","336510","Railroad Rolling Stock Manufacturing",NA,NA,"unambig",0.413,0.444
"336611","Ship Building and Repairing ","336611","Ship Building and Repairing ",NA,NA,"unambig",0.187,0.196
"336612","Boat Building ","336612","Boat Building ",NA,NA,"unambig",0.15,0.182
"336991","Motorcycle, Bicycle, and Parts Manufacturing ","336991","Motorcycle, Bicycle, and Parts Manufacturing ",NA,NA,"unambig",0.178,0.222
"336992","Military Armored Vehicle, Tank, and Tank Component Manufacturing ","336992","Military Armored Vehicle, Tank, and Tank Component Manufacturing ",NA,NA,"unambig",0.431,0.443
"336999","All Other Transportation Equipment Manufacturing ","336999","All Other Transportation Equipment Manufacturing ",NA,NA,"unambig",0.157,0.195
"337110","Wood Kitchen Cabinet and Countertop Manufacturing","337110","Wood Kitchen Cabinet and Countertop Manufacturing",NA,NA,"unambig",0.114,0.166
"337121","Upholstered Household Furniture Manufacturing ","337121","Upholstered Household Furniture Manufacturing ",NA,NA,"unambig",0.133,0.188
"337122","Nonupholstered Wood Household Furniture Manufacturing ","337122","Nonupholstered Wood Household Furniture Manufacturing ",NA,NA,"unambig",0.121,0.178
"337126","Household Furniture (except Wood and Upholstered) Manufacturing ","337125","Household Furniture (except Wood and Metal) Manufacturing ",0.998490759545607,0.0935729081723514,"ambig_greedy",0.168,0.227
"337127","Institutional Furniture Manufacturing ","337127","Institutional Furniture Manufacturing ",NA,NA,"unambig",0.208,0.246
"337211","Wood Office Furniture Manufacturing ","337211","Wood Office Furniture Manufacturing ",NA,NA,"unambig",0.184,0.24
"337212","Custom Architectural Woodwork and Millwork Manufacturing ","337212","Custom Architectural Woodwork and Millwork Manufacturing ",NA,NA,"unambig",0.184,0.24
"337214","Office Furniture (except Wood) Manufacturing ","337214","Office Furniture (except Wood) Manufacturing ",NA,NA,"unambig",0.184,0.24
"337215","Showcase, Partition, Shelving, and Locker Manufacturing ","337215","Showcase, Partition, Shelving, and Locker Manufacturing ",NA,NA,"unambig",0.206,0.246
"337910","Mattress Manufacturing","337910","Mattress Manufacturing",NA,NA,"unambig",0.11,0.173
"337920","Blind and Shade Manufacturing","337920","Blind and Shade Manufacturing",NA,NA,"unambig",0.11,0.173
"339112","Surgical and Medical Instrument Manufacturing ","339112","Surgical and Medical Instrument Manufacturing ",NA,NA,"unambig",0.119,0.156
"339113","Surgical Appliance and Supplies Manufacturing ","339113","Surgical Appliance and Supplies Manufacturing ",NA,NA,"unambig",0.096,0.14
"339114","Dental Equipment and Supplies Manufacturing ","339114","Dental Equipment and Supplies Manufacturing ",NA,NA,"unambig",0.143,0.174
"339115","Ophthalmic Goods Manufacturing ","339115","Ophthalmic Goods Manufacturing ",NA,NA,"unambig",0.086,0.138
"339116","Dental Laboratories ","339116","Dental Laboratories ",NA,NA,"unambig",0.083,0.117
"339910","Jewelry and Silverware Manufacturing ","339910","Jewelry and Silverware Manufacturing ",NA,NA,"unambig",0.055,0.108
"339920","Sporting and Athletic Goods Manufacturing","339920","Sporting and Athletic Goods Manufacturing",NA,NA,"unambig",0.104,0.167
"339930","Doll, Toy, and Game Manufacturing","339930","Doll, Toy, and Game Manufacturing",NA,NA,"unambig",0.085,0.146
"339940","Office Supplies (except Paper) Manufacturing","339940","Office Supplies (except Paper) Manufacturing",NA,NA,"unambig",0.204,0.265
"339950","Sign Manufacturing","339950","Sign Manufacturing",NA,NA,"unambig",0.187,0.25
"339991","Gasket, Packing, and Sealing Device Manufacturing ","339991","Gasket, Packing, and Sealing Device Manufacturing ",NA,NA,"unambig",0.121,0.182
"339992","Musical Instrument Manufacturing ","339992","Musical Instrument Manufacturing ",NA,NA,"unambig",0.121,0.182
"339993","Fastener, Button, Needle, and Pin Manufacturing ","339993","Fastener, Button, Needle, and Pin Manufacturing ",NA,NA,"unambig",0.121,0.182
"339994","Broom, Brush, and Mop Manufacturing ","339994","Broom, Brush, and Mop Manufacturing ",NA,NA,"unambig",0.121,0.182
"339995","Burial Casket Manufacturing ","339995","Burial Casket Manufacturing ",NA,NA,"unambig",0.121,0.182
"339999","All Other Miscellaneous Manufacturing ","339999","All Other Miscellaneous Manufacturing ",NA,NA,"unambig",0.121,0.182
"423110","Automobile and Other Motor Vehicle Merchant Wholesalers ","423110","Automobile and Other Motor Vehicle Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423120","Motor Vehicle Supplies and New Parts Merchant Wholesalers ","423120","Motor Vehicle Supplies and New Parts Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423130","Tire and Tube Merchant Wholesalers ","423130","Tire and Tube Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423140","Motor Vehicle Parts (Used) Merchant Wholesalers ","423140","Motor Vehicle Parts (Used) Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423210","Furniture Merchant Wholesalers ","423210","Furniture Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423220","Home Furnishing Merchant Wholesalers ","423220","Home Furnishing Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ","423310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423320","Brick, Stone, and Related Construction Material Merchant Wholesalers ","423320","Brick, Stone, and Related Construction Material Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423330","Roofing, Siding, and Insulation Material Merchant Wholesalers ","423330","Roofing, Siding, and Insulation Material Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423390","Other Construction Material Merchant Wholesalers ","423390","Other Construction Material Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423410","Photographic Equipment and Supplies Merchant Wholesalers ","423410","Photographic Equipment and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423420","Office Equipment Merchant Wholesalers ","423420","Office Equipment Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423430","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ","423430","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423440","Other Commercial Equipment Merchant Wholesalers ","423440","Other Commercial Equipment Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423450","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ","423450","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423460","Ophthalmic Goods Merchant Wholesalers ","423460","Ophthalmic Goods Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423490","Other Professional Equipment and Supplies Merchant Wholesalers ","423490","Other Professional Equipment and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.074,0.074
"423510","Metal Service Centers and Other Metal Merchant Wholesalers ","423510","Metal Service Centers and Other Metal Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423520","Coal and Other Mineral and Ore Merchant Wholesalers ","423520","Coal and Other Mineral and Ore Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ","423610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",NA,NA,"unambig",0.083,0.083
"423620","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ","423620","Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",NA,NA,"unambig",0.083,0.083
"423690","Other Electronic Parts and Equipment Merchant Wholesalers ","423690","Other Electronic Parts and Equipment Merchant Wholesalers ",NA,NA,"unambig",0.083,0.083
"423710","Hardware Merchant Wholesalers ","423710","Hardware Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423720","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ","423720","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423730","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers ","423730","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423740","Refrigeration Equipment and Supplies Merchant Wholesalers ","423740","Refrigeration Equipment and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423810","Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ","423810","Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423820","Farm and Garden Machinery and Equipment Merchant Wholesalers ","423820","Farm and Garden Machinery and Equipment Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423830","Industrial Machinery and Equipment Merchant Wholesalers ","423830","Industrial Machinery and Equipment Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423840","Industrial Supplies Merchant Wholesalers","423840","Industrial Supplies Merchant Wholesalers",NA,NA,"unambig",0.115,0.115
"423850","Service Establishment Equipment and Supplies Merchant Wholesalers ","423850","Service Establishment Equipment and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423860","Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ","423860","Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ",NA,NA,"unambig",0.115,0.115
"423910","Sporting and Recreational Goods and Supplies Merchant Wholesalers ","423910","Sporting and Recreational Goods and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423920","Toy and Hobby Goods and Supplies Merchant Wholesalers ","423920","Toy and Hobby Goods and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423930","Recyclable Material Merchant Wholesalers ","423930","Recyclable Material Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423940","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ","423940","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"423990","Other Miscellaneous Durable Goods Merchant Wholesalers ","423990","Other Miscellaneous Durable Goods Merchant Wholesalers ",NA,NA,"unambig",0.108,0.108
"424110","Printing and Writing Paper Merchant Wholesalers ","424110","Printing and Writing Paper Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424120","Stationery and Office Supplies Merchant Wholesalers ","424120","Stationery and Office Supplies Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424130","Industrial and Personal Service Paper Merchant Wholesalers ","424130","Industrial and Personal Service Paper Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424210","Drugs and Druggists' Sundries Merchant Wholesalers ","424210","Drugs and Druggists' Sundries Merchant Wholesalers ",NA,NA,"unambig",0.095,0.095
"424310","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ","424310","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424340","Footwear Merchant Wholesalers ","424340","Footwear Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424350","Clothing and Clothing Accessories Merchant Wholesalers","424330","Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers ",0.996649435990714,0.257993428715044,"ambig_greedy",0.144,0.144
"424410","General Line Grocery Merchant Wholesalers ","424410","General Line Grocery Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424420","Packaged Frozen Food Merchant Wholesalers ","424420","Packaged Frozen Food Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424430","Dairy Product (except Dried or Canned) Merchant Wholesalers ","424430","Dairy Product (except Dried or Canned) Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424440","Poultry and Poultry Product Merchant Wholesalers ","424440","Poultry and Poultry Product Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424450","Confectionery Merchant Wholesalers ","424450","Confectionery Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424460","Fish and Seafood Merchant Wholesalers ","424460","Fish and Seafood Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424470","Meat and Meat Product Merchant Wholesalers ","424470","Meat and Meat Product Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424480","Fresh Fruit and Vegetable Merchant Wholesalers ","424480","Fresh Fruit and Vegetable Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424490","Other Grocery and Related Products Merchant Wholesalers ","424490","Other Grocery and Related Products Merchant Wholesalers ",NA,NA,"unambig",0.159,0.159
"424510","Grain and Field Bean Merchant Wholesalers ","424510","Grain and Field Bean Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424520","Livestock Merchant Wholesalers ","424520","Livestock Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424590","Other Farm Product Raw Material Merchant Wholesalers ","424590","Other Farm Product Raw Material Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424610","Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ","424610","Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424690","Other Chemical and Allied Products Merchant Wholesalers ","424690","Other Chemical and Allied Products Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424710","Petroleum Bulk Stations and Terminals ","424710","Petroleum Bulk Stations and Terminals ",NA,NA,"unambig",0.102,0.102
"424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ","424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ",NA,NA,"unambig",0.102,0.102
"424810","Beer and Ale Merchant Wholesalers ","424810","Beer and Ale Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424820","Wine and Distilled Alcoholic Beverage Merchant Wholesalers ","424820","Wine and Distilled Alcoholic Beverage Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424910","Farm Supplies Merchant Wholesalers ","424910","Farm Supplies Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424920","Book, Periodical, and Newspaper Merchant Wholesalers ","424920","Book, Periodical, and Newspaper Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424930","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ","424930","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424940","Tobacco Product and Electronic Cigarette Merchant Wholesalers ","424940","Tobacco and Tobacco Product Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424950","Paint, Varnish, and Supplies Merchant Wholesalers ","424950","Paint, Varnish, and Supplies Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"424990","Other Miscellaneous Nondurable Goods Merchant Wholesalers ","424990","Other Miscellaneous Nondurable Goods Merchant Wholesalers ",NA,NA,"unambig",0.144,0.144
"425120","Wholesale Trade Agents and Brokers ","425120","Wholesale Trade Agents and Brokers ",1,0,"ambig_greedy",0.092,0.092
"441110","New Car Dealers ","441110","New Car Dealers ",NA,NA,"unambig",0.073,0.073
"441120","Used Car Dealers ","441120","Used Car Dealers ",NA,NA,"unambig",0.073,0.073
"441210","Recreational Vehicle Dealers ","441210","Recreational Vehicle Dealers ",NA,NA,"unambig",0.073,0.073
"441222","Boat Dealers ","441222","Boat Dealers ",NA,NA,"unambig",0.073,0.073
"441227","Motorcycle, ATV, and All Other Motor Vehicle Dealers ","441228","Motorcycle, ATV, and All Other Motor Vehicle Dealers ",1,0,"ambig_greedy",0.073,0.073
"441330","Automotive Parts and Accessories Retailers ","441310","Automotive Parts and Accessories Stores ",0.998260591283847,0.0747945747945749,"ambig_greedy",0.073,0.073
"441340","Tire Dealers ","441320","Tire Dealers ",NA,NA,"unambig",0.073,0.073
"444110","Home Centers ","444110","Home Centers ",NA,NA,"unambig",0.087,0.087
"444120","Paint and Wallpaper Retailers ","444120","Paint and Wallpaper Stores ",NA,NA,"unambig",0.087,0.087
"444140","Hardware Retailers ","444130","Hardware Stores ",0.990088469035837,0.188319088319088,"ambig_greedy",0.087,0.087
"444180","Other Building Material Dealers ","444190","Other Building Material Dealers ",1,0,"ambig_greedy",0.087,0.087
"444230","Outdoor Power Equipment Retailers ","444210","Outdoor Power Equipment Stores ",0.9971606824548,0.0965367965367967,"ambig_greedy",0.087,0.087
"444240","Nursery, Garden Center, and Farm Supply Retailers ","444220","Nursery, Garden Center, and Farm Supply Stores ",0.998614884918076,0.0664855239323325,"ambig_greedy",0.087,0.087
"445110","Supermarkets and Other Grocery Retailers (except Convenience Retailers) ","445110","Supermarkets and Other Grocery (except Convenience) Stores ",NA,NA,"unambig",0.186,0.186
"445131","Convenience Retailers","445120","Convenience Stores ",0.992815055315055,0.158068783068783,"ambig_greedy",0.186,0.186
"445132","Vending Machine Operators ","454210","Vending Machine Operators ",NA,NA,"unambig",0.094,0.094
"445230","Fruit and Vegetable Retailers ","445230","Fruit and Vegetable Markets ",NA,NA,"unambig",0.186,0.186
"445240","Meat Retailers ","445210","Meat Markets ",0.985502645502646,0.217460317460317,"ambig_greedy",0.186,0.186
"445250","Fish and Seafood Retailers ","445220","Fish and Seafood Markets ",0.995949523727302,0.109362859362859,"ambig_greedy",0.186,0.186
"445291","Baked Goods Retailers ","445291","Baked Goods Stores ",NA,NA,"unambig",0.186,0.186
"445292","Confectionery and Nut Retailers ","445292","Confectionery and Nut Stores ",NA,NA,"unambig",0.186,0.186
"445298","All Other Specialty Food Retailers ","445299","All Other Specialty Food Stores ",0.997328186001876,0.0935134899343497,"ambig_greedy",0.186,0.186
"445320","Beer, Wine, and Liquor Retailers ","445310","Beer, Wine, and Liquor Stores ",0.996551174830745,0.106913580246914,"ambig_greedy",0.186,0.186
"449110","Furniture Retailers ","442110","Furniture Stores ",0.991149749373434,0.177005012531328,"ambig_greedy",0.111,0.111
"449121","Floor Covering Retailers ","442210","Floor Covering Stores ",0.994548872180451,0.136278195488722,"ambig_greedy",0.111,0.111
"449122","Window Treatment Retailers ","442291","Window Treatment Stores ",0.995376514700186,0.124834103094973,"ambig_greedy",0.111,0.111
"449129","All Other Home Furnishings Retailers ","442299","All Other Home Furnishings Stores ",0.99762152181507,0.0880036928424025,"ambig_greedy",0.111,0.111
"449210","Electronics and Appliance Retailers","443142","Electronics Stores ",0.992548500881834,0.268253968253968,"ambig_greedy",0.111,0.111
"455110","Department Stores ","452210","Department Stores",1,0,"ambig_greedy",0.164,0.164
"455211","Warehouse Clubs and Supercenters ","452311","Warehouse Clubs and Supercenters ",1,0,"ambig_greedy",0.164,0.164
"455219","All Other General Merchandise Retailers ","452319","All Other General Merchandise Stores ",0.99797846489023,0.0808614043908162,"ambig_greedy",0.164,0.164
"456110","Pharmacies and Drug Retailers ","446110","Pharmacies and Drug Stores ",0.996303664407113,0.11089006778662,"ambig_greedy",0.13,0.13
"456120","Cosmetics, Beauty Supplies, and Perfume Retailers ","446120","Cosmetics, Beauty Supplies, and Perfume Stores ",0.998614884918076,0.0664855239323325,"ambig_greedy",0.13,0.13
"456130","Optical Goods Retailers ","446130","Optical Goods Stores ",0.99404857756307,0.142834138486313,"ambig_greedy",0.13,0.13
"456191","Food (Health) Supplement Retailers ","446191","Food (Health) Supplement Stores ",0.996976872814995,0.0997631971051511,"ambig_greedy",0.13,0.13
"456199","All Other Health and Personal Care Retailers ","446199","All Other Health and Personal Care Stores ",0.998417045165013,0.0712329675744312,"ambig_greedy",0.13,0.13
"457110","Gasoline Stations with Convenience Stores ","447110","Gasoline Stations with Convenience Stores ",NA,NA,"unambig",0.183,0.183
"457120","Other Gasoline Stations ","447190","Other Gasoline Stations ",NA,NA,"unambig",0.183,0.183
"457210","Fuel Dealers ","454310","Fuel Dealers ",NA,NA,"unambig",0.094,0.094
"458110","Clothing and Clothing Accessories Retailers ","448150","Clothing Accessories Stores ",0.994976097689276,0.221051701671857,"ambig_greedy",0.138,0.138
"458210","Shoe Retailers ","448210","Shoe Stores ",0.984319384319384,0.235209235209235,"ambig_greedy",0.138,0.138
"458310","Jewelry Retailers ","448310","Jewelry Stores ",0.989593059446001,0.187324929971989,"ambig_greedy",0.138,0.138
"458320","Luggage and Leather Goods Retailers ","448320","Luggage and Leather Goods Stores ",0.997481261022928,0.0906746031746033,"ambig_greedy",0.138,0.138
"459110","Sporting Goods Retailers ","451110","Sporting Goods Stores ",0.994548872180451,0.136278195488722,"ambig_greedy",0.111,0.111
"459120","Hobby, Toy, and Game Retailers ","451120","Hobby, Toy, and Game Stores ",0.996028414364246,0.115175983436853,"ambig_greedy",0.111,0.111
"459130","Sewing, Needlework, and Piece Goods Retailers ","451130","Sewing, Needlework, and Piece Goods Stores ",0.998341585994585,0.0729702162382702,"ambig_greedy",0.111,0.111
"459140","Musical Instrument and Supplies Retailers ","451140","Musical Instrument and Supplies Stores ",0.998173505126864,0.0767127846717064,"ambig_greedy",0.111,0.111
"459210","Book Retailers and News Dealers ","454390","Other Direct Selling Establishments ",0.99071610886127,0.334220080994275,"ambig_greedy",0.094,0.094
"459310","Florists ","453110","Florists ",1,0,"ambig_greedy",0.111,0.111
"459410","Office Supplies and Stationery Retailers ","453210","Office Supplies and Stationery Stores ",0.998079699908968,0.0787323037323038,"ambig_greedy",0.111,0.111
"459420","Gift, Novelty, and Souvenir Retailers ","453220","Gift, Novelty, and Souvenir Stores ",0.997481261022928,0.0906746031746033,"ambig_greedy",0.111,0.111
"459510","Used Merchandise Retailers ","453310","Used Merchandise Stores ",0.995376514700186,0.124834103094973,"ambig_greedy",0.111,0.111
"459910","Pet and Pet Supplies Retailers ","453910","Pet and Pet Supplies Stores ",0.996551174830745,0.106913580246914,"ambig_greedy",0.111,0.111
"459920","Art Dealers ","453920","Art Dealers ",1,0,"ambig_greedy",0.111,0.111
"459930","Manufactured (Mobile) Home Dealers ","453930","Manufactured (Mobile) Home Dealers ",NA,NA,"unambig",0.111,0.111
"459991","Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers ","454110","Electronic Shopping and Mail-Order Houses",0.995079413372096,0.324758717441644,"ambig_greedy",0.094,0.094
"459999","All Other Miscellaneous Retailers ","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores) ",0.996799032097816,0.19846000993542,"ambig_greedy",0.111,0.111
"481111","Scheduled Passenger Air Transportation ","481111","Scheduled Passenger Air Transportation ",NA,NA,"unambig",0.644,0.644
"481112","Scheduled Freight Air Transportation ","481112","Scheduled Freight Air Transportation ",NA,NA,"unambig",0.644,0.644
"481211","Nonscheduled Chartered Passenger Air Transportation ","481211","Nonscheduled Chartered Passenger Air Transportation ",NA,NA,"unambig",0.644,0.644
"481212","Nonscheduled Chartered Freight Air Transportation ","481212","Nonscheduled Chartered Freight Air Transportation ",NA,NA,"unambig",0.644,0.644
"481219","Other Nonscheduled Air Transportation ","481219","Other Nonscheduled Air Transportation ",NA,NA,"unambig",0.644,0.644
"482111","Line-Haul Railroads ","482111","Line-Haul Railroads ",NA,NA,"unambig",0.466,0.466
"482112","Short Line Railroads ","482112","Short Line Railroads ",NA,NA,"unambig",0.466,0.466
"483111","Deep Sea Freight Transportation ","483111","Deep Sea Freight Transportation ",NA,NA,"unambig",0.816,0.816
"483112","Deep Sea Passenger Transportation ","483112","Deep Sea Passenger Transportation ",NA,NA,"unambig",0.816,0.816
"483113","Coastal and Great Lakes Freight Transportation ","483113","Coastal and Great Lakes Freight Transportation ",NA,NA,"unambig",0.816,0.816
"483114","Coastal and Great Lakes Passenger Transportation ","483114","Coastal and Great Lakes Passenger Transportation ",NA,NA,"unambig",0.816,0.816
"483211","Inland Water Freight Transportation ","483211","Inland Water Freight Transportation ",NA,NA,"unambig",0.816,0.816
"483212","Inland Water Passenger Transportation ","483212","Inland Water Passenger Transportation ",NA,NA,"unambig",0.816,0.816
"484110","General Freight Trucking, Local ","484110","General Freight Trucking, Local ",NA,NA,"unambig",0.595,0.595
"484121","General Freight Trucking, Long-Distance, Truckload ","484121","General Freight Trucking, Long-Distance, Truckload ",NA,NA,"unambig",0.595,0.595
"484122","General Freight Trucking, Long-Distance, Less Than Truckload ","484122","General Freight Trucking, Long-Distance, Less Than Truckload ",NA,NA,"unambig",0.595,0.595
"484210","Used Household and Office Goods Moving","484210","Used Household and Office Goods Moving",NA,NA,"unambig",0.595,0.595
"484220","Specialized Freight (except Used Goods) Trucking, Local ","484220","Specialized Freight (except Used Goods) Trucking, Local ",NA,NA,"unambig",0.595,0.595
"484230","Specialized Freight (except Used Goods) Trucking, Long-Distance ","484230","Specialized Freight (except Used Goods) Trucking, Long-Distance ",NA,NA,"unambig",0.595,0.595
"485111","Mixed Mode Transit Systems ","485111","Mixed Mode Transit Systems ",NA,NA,"unambig",0.566,0.566
"485112","Commuter Rail Systems ","485112","Commuter Rail Systems ",NA,NA,"unambig",0.566,0.566
"485113","Bus and Other Motor Vehicle Transit Systems ","485113","Bus and Other Motor Vehicle Transit Systems ",NA,NA,"unambig",0.566,0.566
"485119","Other Urban Transit Systems ","485119","Other Urban Transit Systems ",NA,NA,"unambig",0.566,0.566
"485210","Interurban and Rural Bus Transportation","485210","Interurban and Rural Bus Transportation",NA,NA,"unambig",0.566,0.566
"485310","Taxi and Ridesharing Services ","485310","Taxi Service ",NA,NA,"unambig",0.566,0.566
"485320","Limousine Service","485320","Limousine Service",NA,NA,"unambig",0.566,0.566
"485410","School and Employee Bus Transportation","485410","School and Employee Bus Transportation",NA,NA,"unambig",0.566,0.566
"485510","Charter Bus Industry","485510","Charter Bus Industry",NA,NA,"unambig",0.566,0.566
"485991","Special Needs Transportation ","485991","Special Needs Transportation ",NA,NA,"unambig",0.566,0.566
"485999","All Other Transit and Ground Passenger Transportation ","485999","All Other Transit and Ground Passenger Transportation ",NA,NA,"unambig",0.566,0.566
"486110","Pipeline Transportation of Crude Oil","486110","Pipeline Transportation of Crude Oil",NA,NA,"unambig",1.619,1.619
"486210","Pipeline Transportation of Natural Gas","486210","Pipeline Transportation of Natural Gas",NA,NA,"unambig",1.619,1.619
"486910","Pipeline Transportation of Refined Petroleum Products","486910","Pipeline Transportation of Refined Petroleum Products",NA,NA,"unambig",1.619,1.619
"486990","All Other Pipeline Transportation","486990","All Other Pipeline Transportation",NA,NA,"unambig",1.619,1.619
"487110","Scenic and Sightseeing Transportation, Land","487110","Scenic and Sightseeing Transportation, Land",NA,NA,"unambig",0.162,0.162
"487210","Scenic and Sightseeing Transportation, Water","487210","Scenic and Sightseeing Transportation, Water",NA,NA,"unambig",0.162,0.162
"487990","Scenic and Sightseeing Transportation, Other","487990","Scenic and Sightseeing Transportation, Other",NA,NA,"unambig",0.162,0.162
"488111","Air Traffic Control","488111","Air Traffic Control",NA,NA,"unambig",0.162,0.162
"488119","Other Airport Operations ","488119","Other Airport Operations ",NA,NA,"unambig",0.162,0.162
"488190","Other Support Activities for Air Transportation","488190","Other Support Activities for Air Transportation",NA,NA,"unambig",0.162,0.162
"488210","Support Activities for Rail Transportation","488210","Support Activities for Rail Transportation",NA,NA,"unambig",0.162,0.162
